title,year,certificate,runtime,genre,desc,rating,votes
Taqdeer,1983,U,125 min,"Action, Drama, Romance            ","Mrinal Sen is a failed director whose life takes a turn when he gets an opportunity to direct a film in Jharkhand. Hoichoi presents web-series ""Dhanbad Blues"".",5.0,195
Manavoori Pandavulu,2021,UA,120 min,Thriller            ,"Jhanga (Ajit) is a cruel, brutal, and heartless dacait, who has terrorized the entire countryside. The police are unable to capture him, as he has several hideouts and nearby villagers are ...                See full summary »",6.2,136
Password,II 2020,UA,86 min,Thriller            ,"One is a con artist, another a top cop - Sonal and Aditya are an unusual couple. Together they solve crimes while the mystery between them continues to puzzle.",7.9,556
Parbona Ami Chartey Tokey,2015,U,126 min,"Comedy, Romance            ",The story revolves around a woman who has been forced to serve as a sex worker.,5.5,36
Bidyarana,2022,UA,138 min,"Action, Romance            ","Chanti who gets beaten up black and blue is rescued by a girl who takes care of him in the hospital, till he gets fine. He falls for this unknown girl. Will he ever find her and convey his feelings?",7.0,792
Business Man,2012,A,133 min,"Action, Crime, Drama            ",Add a Plot,6.5,349
Ghatak: Lethal,1996,A,158 min,"Action, Drama            ","Kurian returns home when his family summons him, believing it to have something to do with his marriage. However, he learns that his mother has breast cancer and supports her along with his family.",7.0,"1,749"
Zakir Khan: Haq Se Single,2017 TV Special,null,90 min,Comedy            ,"After being left brokenhearted several times, wealthy, beautiful Deepa travels to City of Love Paris to live in her palatial house and meets Shyam (Sam), an Indian who is fascinated by her ...                See full summary »",6.5,376
Maayon,2022,U,131 min,"Mystery, Thriller            ","Arun Dev did not know that one night a small empty tin can would not only change the pattern of his life but would also bring his wife Nisha, his sister Pooja and his friend Kartar Singh to...                See full summary »",4.9,54
Ram Teri Ganga Maili,1985,UA,178 min,"Drama, Musical, Romance            ",Grade is first ever film made in India to address Films classification Subject. Grade is a story of girl Sapna and her struggle to get work and act in films. Film gives message- Films ...                See full summary »,6.7,29
Aashiq Banaya Aapne: Love Takes Over,2005,A,115 min,"Drama, Romance, Thriller            ","Four friends, who kidnap a girl for ransom, get the shock of their life after realising that she is a ghost",4.9,33
Kadamaiyai Sei,2022,U,154 min,Drama            ,Bijay sacrifices his love when he founds that Rupa is his best friend Rana's sister.,7.0,404
Khela Jawkhon,2022,null,null,Thriller            ,"The film is about many unheard struggles of people who come to Mumbai to be a part of the film industry,In different departments with their beautiful dreams and how they go through in their...                See full summary »",8.9,19
Hero,V 2015,UA,145 min,"Action, Drama, Musical            ","Parth and Shorvori decide to get married, despite stiff opposition from their families. However, destiny has other plans for them as they cross paths with Teni.",8.5,534
Taaza Khabar,2022–,null,null,Action            ,"Know the story of the quintessential superstar, Soumitra Chatterjee!",9.1,154
Victim - Who is next?,2022–,UA 16+,null,Drama            ,"In Chennai, a brain dead accident victim's organs were rushed by road from Chennai to Vellore (170 km).",6.4,579
Dhan Dhana Dhan Goal,2007,UA,167 min,"Drama, Sport, Thriller            ",A carefree man reaches a phase in life where he is very close to death. It is only then that he recalls his past and realizes that he has not done anything good in his life and has only put in efforts in achieving unnecessary things.,7.8,9
Sherdil Shergill,2022–,UA 13+,20 min,"Comedy, Drama, Romance            ","A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter.",3.1,159
Varsham,2004,null,159 min,"Action, Comedy, Romance            ","Every episode will feature a thrilling murder case, allowing audiences the opportunity to get to the bottom of the mystery themselves and win exciting prizes as they deal with challenging ...                See full summary »",7.0,151
Pavitra Rishta: It's never too late,2021–,UA 16+,null,"Drama, Romance            ",Add a Plot,7.6,28
Marzi,2020–,16,43 min,Drama            ,"When Hidimbak attacks manali Bheem has to stop that strong man,",5.6,166
Friendship,II 2021,UA,113 min,"Action, Crime, Drama            ",A young girl who is brought up in an orphanage starts college in a different city where she meets her sponsor (whom she doesn't recognize) - a chronic bachelor and another young man who is all smitten by her.,7.4,155
Raj Sounds and Lights,2022,U,150 min,"Action, Comedy, Drama            ","Amar is an honest and diligent police inspector assigned to investigate and bring charges against Krishna, and his friend, Raja, only to find that both are battling the forces of corruption and crime.",3.8,197
Blackmail,1973,null,145 min,"Drama, Musical, Romance            ",The film is set against the backdrop of horse racing and betting. The story is about an accountant who steals money from his office to pay his gambling debts. What happens next?,5.7,102
Puthan Panam,2017,A,147 min,"Action, Crime, Thriller            ",A tourist group from all parts of India gone on holiday to Fiji Island encountering various situations and their holiday turns to a patriotic mission. By navigating local Fijian don named ...                See full summary »,5.2,24
Alibaba Aur 40 Chor,2004,null,null,"Action, Adventure, Drama            ","A young man attempts to balance a new love interest with the expectations of his friends, who expect him to carry on his rowdy ways.",5.7,503
706,2019,A,120 min,Thriller            ,"Urvi, a beautiful princess born into a blue-blooded royal family falls head over heels for a low-born but radiant and talented young archer, Karn.",6.0,234
Arya 3,,null,null,Romance            ,"It deals with the story of Baddi Krishna (Yash),who will be a cool dude in the town. Ananth Nag, who will be the Matadhipathi(chief of temple) will decide to make Baddi Krishna as his ...                See full summary »",6.4,758
Lootere,1993,UA,156 min,"Action, Romance, Thriller            ",A detective with some unusual qualities investigates a murder.,4.7,530
George Reddy,2019,U,153 min,"Action, Biography            ",Based on the life and hardships faced by a journalist JD. He faced rape charges from his fellow journalist. Film also shows how politician use media for their own benefit.,5.8,20
Mehsampur,2018,UA,99 min,Drama            ,"A blind woman is taken care by a wealthy nobleman after her fiancee is presumed to be dead. Things takes a turn when her former fiancee comes back to her, which puts her in a dilemma.",5.3,595
Oru Kidayin Karunai Manu,2017,U,121 min,Drama            ,"A trickster blackmails a trio of men, all of whom ill-treated a woman.",7.4,66
Killa,2014,null,107 min,"Comedy, Drama            ","Arjun Yadav return from the city after completing his studies to get settled in his village with his family consisting of his mother Devi Chaudaran, his older brother Amrit and sister. ...                See full summary »",6.5,318
Raja Vikramarka,2021,UA,138 min,Action            ,Call-center workers receive a phone call from God.,3.3,"2,182"
Hume Tumse Pyaar Kitna,2019,U/A,91 min,"Action, Drama, Romance            ","From Toms Shoes to international adoptions, from solar panels to U.S. agricultural subsidies, drawing from over 200 interviews filmed in 20 countries, Poverty, Inc. unearths an uncomfortable side of charity we can no longer ignore.",7.6,684
Bangara s/o Bangarada Manushya,2017,null,null,"Action, Drama            ","An idealistic lawyer wants to help the poor get justice, but lacks finance, so plans to rob a bank, alongside his love interest. His black n white emotional nature, leads to an unforgivable deed, which he severely repents.",6.3,432
Sankat Mochan Hanumaan,2012–2013,null,null,"Drama, Fantasy, History            ","Asmee is a dark love story around a newlywed couple With a mysterious past, during a dinner conversation, The two need to confront harsh truths, and pay a price for their actions",6.0,561
Bambai 4x4,2019–,A,null,Drama            ,"Gangaram Verma has worked for the local municipality for several years, and is known in the community for being honest. Contractors' many attempts to bribe him have all been in vain. One of...                See full summary »",5.8,261
Khatta Meetha,2021–,Not Rated,null,Family            ,"The band, Magik reunites with some new members.",4.9,"2,214"
Khoon Ki Pyasi,1996,A,117 min,Horror            ,"Exploring their sexual identities in the face of the patriarchal rules of their Assamese village, a teenager and her two friends are rocked by tragedy.",6.9,410
